2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02482611,24
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.024827,84.1436
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02483552,3
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.024838,8.05559186
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0248405,8.0553536
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484174,3.038308
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484175,3
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484674,15
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484675,5.67035445
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484676,65
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484916,15
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02484917,4.01954053
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0248492,8.05467508
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02485346,5
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02485976,28
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0248695,32.7
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02487069,33.38855203
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02488011,29.7
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02488692,0.16396249
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02489176,28
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02489579,17.73
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02490339,31.9
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02490721,0.0403
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02491444,29
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02492065,59.84
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02493101,0.0050201
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02494322,0.00752332
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02494399,585.86
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02495048,0.28929251
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02496316,70.19190537
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02498057,0.23718921
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02500933,0.05
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0250103,0.0403
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02501223,0.05
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02505565,0.66
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02505567,0.0049951
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0250652,0.31460658
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02509994,2.41290641
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0251,0.29899492
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02510253,0.02182034
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.025106,0.01773776
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02510668,0.00747434
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02510945,0.02182034
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02511148,0.3378785
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0251134,0.0403
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02512617,0.37864651
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02512671,0.25627896
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.02514,9.9925
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0251481,0.94049084
2020/06/01 11:57:30.328127,ETH/BTC,ask,0.0251581,0.23551544
